entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfLeases,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfReceivables,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesOfPropertyPlantAndEquipmentFromPreviousPeriods,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfClassOfIssuedShares,NumberOfIssuedShares
25673697,2016-10-01,2017-09-30,c49,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giles William Woolley,,,,,
25673697,2016-10-01,2017-09-30,c50,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Wing,,,,,
25673697,2016-10-01,2017-09-30,c51,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torben Andreasen,,,,,
25673697,2016-10-01,2017-09-30,c76,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torben Andreasen,,
25673697,2017-09-30,2017-09-30,c233,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249165.0,,,,,,,,,,787780.0,1036945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c237,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c244,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23189.0,,,,,,,,,,433761.0,456950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c314,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,1056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c353,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,4386082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c395,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,1056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c398,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,1056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c401,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,1056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c404,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c7,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,,15880539.0,96435.0,1056000.0,15608185.0,340195.0,5442082.0,0.0,10473682.0,23189.0,15880539.0,10203157.0,4657558.0,272354.0,235300.0,1600676.0,301823.0,249165.0,272354.0,235300.0,5816124.0,4386082.0,3401600.0,10203157.0,2878871.0,5038068.0,2322010.0,4396050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2017-09-30,2017-09-30,c72,,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzkwLzEzLzY3L2Y2ZTUtNDI5Ny1hYWE5LTZhNjE4MGU1NWU2Yg.pdf,http://regnskaber.virk.dk/79637652/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzZjL2ZiL2Y0LzQyZmYtNDg0OS05Y2Y3LTQ0ZWUyMTY1MDczNw.xml,true,5100.0,25.0,9.0,2017-12-13,2017-12-13,2000-10-15,2017-12-13,70221293.0,30700228.0,25673697.0,30700228.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,true,2017-12-13,70221292.0,Revisionsp̴tegning,urn:ofk:oid:24851976,indberetninger-20180424,2.5118406,25673697,,2018-03-28T04:20:55.175Z,2017-12-18T08:53:58.293Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-16-CD,2017-12-18T08:53:58.491Z,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1.0
