entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EquityRatio,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfExpectedDevelopment,DescriptionOfKnowledgeResources,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestmentProperty,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfQualificationsOfAuditedFinancialStatements,DescriptionOfResearchAndDevelopmentActivitiesInAndForReportingEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,ExplanationOfEntitysDefinitionOfCashAndCashEquivalents,ExplanationOfNotDisclosingCashFlowsStatements,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfKeyFigureOrFinancialRatio,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfExecutiveBoard
32661912,2016-01-01,2016-01-01,c312,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,125000.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-01-01,c351,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,31389602.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-01-01,c357,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,0.0,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,10766080.0,,3403.0,17.0,3047861.0,53024.0,53024.0,11364599.0,43.5,26062069.0,776903.0,363580.0,526157.0,112378.0,956152.0,1303060.0,475958.0,1180717.0,13817344.0,14644446.0,-827102.0,16.2,29.2,114116.0,3051264.0,3051264.0,9113614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃ¦stved,Gammel Holstedvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i Moccamaster Nordic ApS,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.","Der er fortsat god efterspÃ¸rgsel efter selskabets produkter, der er godt indarbejdet i markedet. Selskabet nyder godt af sin stÃ¦rke kvalitetsprofil i et marked med betydelig konkurrence. Selskabet har etableret en strategi, der skal sikre grundlag for en fortsat vÃ¦kst og god resultatudvikling. Forventningen til omsÃ¦tningsudviklingen i 2016 er indeks 105, og forventningen til resultatet for 2016 er 8-9 mio. kr.",Selskabet har ingen videnressourcer af sÃ¦rlig betydning for den fremtidige udvikling.,"ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inkl. feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til selskabets medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt tillÃ¦g og godtgÃ¸relse under acontoskatteordningen m.v.","NÃ¸gletallene er beregnet i overensstemmelse med Finansforeningens ""Anbefalinger og NÃ¸gletal 2015"". Der henvises til definitioner og begreber under anvendt regnskabspraksis.",Finansielle gÃ¦ldsforpligtelser indregnes ved lÃ¥neoptagelse til det modtagne provenu efter fradrag af afholdte transaktionsomkostninger. RentebÃ¦rende gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris opgjort pÃ¥ basis af den effektive rente pÃ¥ lÃ¥neoptagelsestidspunktet. Anden gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris svarende til den nominelle restgÃ¦ld.,Selskabets aktivitet er salg af mindre el-apparater.,"Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit ""Revisors ansvar for revisionen af Ã¥rsregnskabet"". Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBA's Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Selskabet har ingen forsknings- og udviklingsaktiviteter.,Der er efter regnskabsÃ¥rets afslutning ikke indtruffet betydningsfulde hÃ¦ndelser.,"Til sikkerhed for selskabets bankgÃ¦ld er stillet pant, nominelt 15.000 t.kr. Pantet omfatter tilgodehavender fra salg og tjenesteydelser med en regnskabsmÃ¦ssig vÃ¦rdi pÃ¥ 19.556 t.kr.","Likvider omfatter likvide beholdninger og kortfristet bankgÃ¦ld samt kortfristede vÃ¦rdipapirer, som uden hindring kan omsÃ¦ttes til likvide beholdninger, og hvorpÃ¥ der kun er ubetydelige risici for vÃ¦rdiÃ¦ndringer.","Med henvisning til ÃRL Â§ 86, stk. 4, udarbejdes ikke pengestrÃ¸msopgÃ¸relse for modervirksomheden, da modervirksomhedens pengestrÃ¸mme indgÃ¥r i den samlede pengestrÃ¸msopgÃ¸relse for koncernen.",www.moccamaster.com/dk,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Moccamaster Nordic ApS for regnskabsÃ¥ret 1. januar - 31. december 2016.,Ãrsrapporten for Moccamaster Nordic ApS for 2016 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for mellemstore klasse C-virksomheder.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for udviklingen i selskabets aktiviteter og Ã¸konomiske forhold, Ã¥rets resultat og for selskabets finansielle stilling.",Jan Fredrik Hagen,Handelsbanken,Moccamaster Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¦stved, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¦stved,Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 125.000 kr. de seneste 5 Ã¥r.,"KÃ¸benhavn, den",,,,,,,,,
32661912,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,Peter Jensen,Ernst & Young Godkendt Revisionspartnerselskab,,,,
32661912,2016-01-01,2016-12-31,c172,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,3750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,7016080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c236,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,53024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c33,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Fredrik Hagen,,,
32661912,2016-01-01,2016-12-31,c352,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,7016080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c358,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,,3750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c435,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,6176105.0,,,13.0,,,,,27.7,18167462.0,,,,,,,,,,,-408094.0,12.6,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c438,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,4711872.0,,,11.0,,,,,32.0,17057563.0,,,,,,,,,,,152573.0,14.6,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661912,2016-01-01,2016-12-31,c441,,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2I5LzAzLzMxLzY2NjgtNGI3MC1iMzQ0LTUwMDI4N2Q3Y2M1YQ.pdf,http://regnskaber.virk.dk/21916623/ZG9rdW1lbnRsYWdlcjovLzAzL2JhL2I2L2U0LzRiL2VkMWEtNDg0My05N2Y2LWI5MDJkMGIwNzNkOQ.xml,2000.0,4.0,4700.0,21.0,2017-05-29,2017-05-29,2017-06-12,125.0,,55770906.0,30700228.0,32661912.0,30700228.0,125000.0,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-05-29,55737333.0,RevisionspÃ¥tegning,urn:ofk:oid:24310781,indberetninger-20180424,2.5124211,32661912,,2018-03-29T19:16:05.720Z,2017-06-29T13:36:38.698Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-33-KC,2017-06-29T13:36:39.050Z,2469654.0,,,10.0,,,,,39.8,11940000.0,,,,,,,,,,,-654346.0,9.5,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
