entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsOfEquityRelatedToInvestments,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Distributions,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves,ValueAdjustmentsOfEquity,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
24245993,2018-01-01,2018-12-31,c606,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Laura Liv Borchsenius Weikop,Formand
24245993,2018-01-01,2018-12-31,c607,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Viggo MÃ¸lholm,
24245993,2018-01-01,2018-12-31,c608,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Stig MÃ¸rup,
24245993,2018-01-01,2018-12-31,c609,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Karsten Beedholm Rasmussen,
24245993,2018-01-01,2018-12-31,c617,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Klausen,NÃ¦stformand
24245993,2018-01-01,2018-12-31,c628,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,John Vestergaard Jensen,
24245993,2018-01-01,2018-12-31,c630,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Ole Abildtrup,
24245993,2018-01-01,2018-12-31,c631,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Niels Morsing,
24245993,2018-01-01,2018-12-31,c632,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,RenÃ© Foli,
24245993,2018-01-01,2018-12-31,c633,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Torben BÃ¸dskov Andersen,
24245993,2018-01-01,2018-12-31,c634,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzc1LzNkLzBjL2EwMmUtNDllMi1hODRlLTg2MzRlY2YzNWJjYQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2I0LzQ3LzJhL2RkY2ItNDMwOS1iYjU5LTE5ZWFlMjZkZmI5Zg.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,c/o EgetÃ¦pper A/S,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-4571.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,1999-10-16,2019-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2018-12-31,2018-01-01,445627.0,true,2019-03-20,Herning,,urn:ofk:oid:27067724,indberetninger-20180424,2.5124211,24245993.0,AWp4nG4gRYGX6_YTHVCV,2019-05-02T12:54:49.346Z,2019-05-02T12:54:38.429Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-39-FP,2019-05-02T12:54:38.620Z,,,,,,,,,,,,,,,,,,,,,,,,,Gert Noel SÃ¸ndergaard Jensen,
