entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsOfEquityRelatedToInvestments,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Distributions,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,EquityTransfersToReserves,ValueAdjustmentsOfEquity,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
24245993,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,5620529.0,16450000.0,,,,,,
24245993,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,-44868.0,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,445338.0,Ãrsrapport,275563.0,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,275563.0,Herning,2016-01-01,2016-12-31,676033.0,676033.0,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,0.0,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
24245993,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,342000.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2017-01-01,2017-12-31,c184,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,445338.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2017-01-01,2017-12-31,c192,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,9000.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,-120305.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245993,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,445338.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2081.0,,
24245993,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,-120305.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
24245993,2017-01-01,2017-12-31,c255,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,351000.0,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,-342000.0,,,
24245993,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,,,
24245993,2017-01-01,2017-12-31,c565,,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2VmL2IwLzk0L2YxN2MtNDc3MS05OTkzLTc5NDVhOTMxZmUyNQ.pdf,http://regnskaber.virk.dk/39954242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2MwLzEyLzMwLzdkOGUtNDgyYy05MTJhLTM0NmI3MGMxZDBlMA.xml,true,Herning,7400.0,30.0,Birk Centerpark,7400 Herning,Dalgasgade 27,7400 Herning,Vestergade 20,DK-7400 Herning,Birk Centerpark 30,Til ledelsen i Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,-2081.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-03-20,1993-01-25,2018-03-20,Statsautoriseret revisor,,20222670.0,24245993.0,20222670.0,mne10056,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond.,,Ãrsrapport,,1000000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Gert N. S. Jensen,Danske Bank,Den Selvejende Institution Textilforum (Herning KlÃ¦defabrik) Fond,BDO Statsautoriseret revisionsaktieselskab,,Herning,2016-01-01,2016-12-31,,,Herning,2017-12-31,2017-01-01,445338.0,true,2018-03-20,Herning,,urn:ofk:oid:25387056,indberetninger-20180424,2.5124327999999996,24245993.0,AWMbVd92x8uVRSOdgJBj,2018-05-01T10:53:23.368Z,2018-05-01T10:53:12.193Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-25-CR,2018-05-01T10:53:12.524Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
