entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor
28102267,2017-10-01,2018-09-30,c194,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,-146795.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,,,,,,,,,,,,,,,,,,,,,,
28102267,2017-10-01,2018-09-30,c254,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,-146795.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,,,,,,,,,,,,,,,,,,,,,,
28102267,2017-10-01,2018-09-30,c259,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,,,,,,,,,,,,,,,,,,,,,,
28102267,2017-10-01,2018-09-30,c305,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Statsautoriseret revisor,20222670.0,mne9581,Henning K. Nielsen
28102267,2017-10-01,2018-09-30,c637,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,,,,,,,,,,,,,,,,,,,,,,
28102267,2017-10-01,2018-09-30,c678,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Registreret revisor,20222670.0,mne1839,Knud Nielsen
28102267,2018-09-30,2018-09-30,c171,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,752456.0,23149.0,125000.0,498859.0,752456.0,253597.0,127500.0,127500.0,127500.0,581482.0,6000.0,105800.0,268059.0,581482.0,253597.0,247597.0,20325.0,20325.0,,,,,,,
28102267,2018-09-30,2018-09-30,c228,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,
28102267,2018-09-30,2018-09-30,c256,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,268059.0,,,,,,,,,,,,,,,,,,,,,
28102267,2018-09-30,2018-09-30,c260,,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2ZlLzFjLzExL2YxYWYtNGExOC1iZjBlLTkwZDgxY2ZhMWU0Yw.pdf,http://regnskaber.virk.dk/76220182/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzkzLzA3L2NlL2NjZjktNDQ4Yy04YjU2LTNlY2Y3NTdhZDk3Yg.xml,true,Herning,7400.0,30.0,Birk Centerpark,Aarhus C,8000.0,3.0,NÃ¸rreport,HjÃ¸rring,9800.0,215.0,Frederikshavnsvej,8450 Hammel,Ãstervangsvej 9,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Hojer Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-12-19,2004-08-31,2018-12-19,-50000.0,,28102267.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Hojer Holding ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy HÃ¸jer,Tommy HÃ¸jer,Djurslands Bank,HjulmandKaptain,Hojer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hammel,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Favrskov,2018-09-30,2017-10-01,true,2018-12-19,Herning,,urn:ofk:oid:26484598,indberetninger-20180424,2.5124211,28102267.0,AWfGeqOUet7j816DxfLZ,2018-12-19T12:39:59.845Z,2018-12-19T12:39:43.671Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EQ-32-BY,2018-12-19T12:39:43.850Z,,,,105800.0,,,,,,,,,,,,,,,,,,,,,
