entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossRelatedToInvestments,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CurrentTaxExpense,DebtReliefOrSimilarFinanceIncome,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfAnyUncertaintyConnectedWithRecognitionOrMeasurement,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfDeferredTaxAssetsAndLiabilities,HomepageOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,StatementOfChangesInEquity,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,TransferRevaluationOfInvestments,AdditionsToPropertyPlantAndEquipment,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,IncreaseOfCapital,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,NameAndSurnameOfMemberOfExecutiveBoard,DescriptionOfClassOfIssuedShares,NumberOfIssuedShares
25876121,2016-01-01,2016-01-01,c312,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-01-01,c321,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-01-01,c351,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88801000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-01-01,c393,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-01-01,c396,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-01-01,c399,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-01-01,c402,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,-5353000.0,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,0.0,0.0,69000.0,18000.0,-771000.0,0.0,143000.0,74000.0,16782000.0,10752000.0,-579000.0,285000.0,992000.0,86000.0,7000.0,127000.0,371000.0,999000.0,1038000.0,-6124000.0,-6173000.0,,205000.0,-771000.0,-771000.0,15412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valby,Krumtappen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i Karos Health A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.","Likvider omfatter likvide beholdninger og kortfristede vÃ¦rdipapirer, som uden hindring kan omsÃ¦ttes til likvide beholdninger, og hvorpÃ¥ der kun er ubetydelige risici for vÃ¦rdiÃ¦ndringer.","PeriodeafgrÃ¦nsningsposter, indregnet under aktiver, omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.","Personaleomkostninger omfatter lÃ¸n og gager, inklusive feriepenge og pensioner, samt andre omkostninger til social sikring mv. til selskabets medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger vedrÃ¸rende virksomhedens primÃ¦re aktivitet, der er afholdt i Ã¥rets lÃ¸b, herunder omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Posterne omfatter renteindtÃ¦gter og -omkostninger, herunder fra tilknyttede og associerede virksomheder, deklarerede udbytter fra andre vÃ¦rdipapirer og kapitalandele, finansielle omkostninger ved finansiel leasing, realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende andre vÃ¦rdipapirer og kapitalandele, transaktioner i fremmed valuta, amortisering af finansielle aktiver og forpligtelser.",Posten omfatter den forholdsmÃ¦ssige andel af resultat efter skat i dattervirksomheder efter eliminering af interne avancer eller tab og fratrukket af- og nedskrivning pÃ¥ goodwill og andre mervÃ¦rdier pÃ¥ erhvervelsestidspunktet.,"Skat af Ã¥rets resultat omfatter aktuel skat af Ã¥rets forventede skattepligtige indkomst og Ã¥rets regulering af udskudt skat. Ãrets skat indregnes i resultatopgÃ¸relsen med den del, der kan henfÃ¸res til Ã¥rets resultat, og i egenkapitalen med den del, som kan henfÃ¸res til transaktioner indregnet i egenkapitalen.","Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit ""Revisors ansvar for revisionen af Ã¥rsregnskabet"". Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBA's Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.","Der er efter regnskabsÃ¥rets afslutning ikke indtruffet begivenheder, der vÃ¦sentligt vil kunne pÃ¥virke vurderingen af selskabets finansielle stilling.","Selskabet har aktiveret skatteaktiver for i alt 2.800 t.kr. Denne vÃ¦rdiansÃ¦ttelse forudsÃ¦tter, at selskabets produkter opnÃ¥r et tilstrÃ¦kkeligt fremtidigt salgspotentiale til at understÃ¸tte en rentabel drift. SÃ¥fremt de fremtidige budgetmÃ¥l ikke opnÃ¥s, er der risiko for nedskrivning af det aktiverede skatteaktiv. Det er ledelsens opfattelse, at de langsigtede salgsmÃ¥l vil kunne opnÃ¥s med de budgetterede investeringer og tiltag.",Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 31. december 2016.,Skatteaktivet vedrÃ¸rer primÃ¦rt fremfÃ¸rbare skattemÃ¦ssige underskud uden tidsbegrÃ¦nsning. Skatteaktivet forventes udnyttet i perioden 2017-2021. Som fÃ¸lge af usikkerhed i selskabets prognose for indtjening i fremtiden er der usikkerhed forbundet med indregningen af skatteaktivet.,www.karoshealth.com,Bestyrelse og direktion har dags dato behandlet og godkendt Ã¥rsrapporten for Karos Health A/S for regnskabsÃ¥ret 1. januar - 31. december 2016.,Ãrsrapporten for Karos Health A/S for 2016 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Stephan Pawlicz,Jyske Bank,Karos Health A/S,Ernst & Young Godkendt Revisionspartnerselskab,16782000.0,"Valby, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,"KÃ¸benhavn, den","Selskabet har tabt mere end 50 % af selskabskapitalen, jf. paragraf 119 i selskabsloven. Ledelsen forventer at reetablere selskabskapitalen gennem positive resultater i de kommende Ã¥r eventuelt kombineret med koncerntilskud eller gÃ¦ldskonvertering.",,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,Peter Jensen,Ernst & Young Godkendt Revisionspartnerselskab,,,,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c137,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,69000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,-5353000.0,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c1992,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c232,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,44000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000.0,,,,,,,,,,
25876121,2016-01-01,2016-12-31,c236,,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2E3L2I5L2MzLzUzYjEtNGY4Ny1iZWYzLWVlMDliMTdkZGNkNQ.pdf,http://regnskaber.virk.dk/12167852/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2FhLzk4L2YxLzEwOTAtNGJlYS1iOGRjLTBkM2Y2MTk1YzUzMA.xml,2000.0,4.0,2500.0,"4, 3.",2017-05-02,2017-05-02,2001-01-31,2017-05-02,30700228.0,25876121.0,30700228.0,2015-01-01,2015-12-31,,-579000.0,2016-12-31,2016-01-01,true,100.0,2017-05-02,ceo,RevisionspÃ¥tegning,urn:ofk:oid:23819656,indberetninger-20180424,2.5118406,25876121.0,,2018-03-27T20:50:18.622Z,2017-05-05T16:12:56.170Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-62-CR,2017-05-05T16:12:56.422Z,,,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
