entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForDeferredTax,CostOfSales,CurrentTaxExpense,GainsLossesFromCurrentValueAdjustmentsOfFinancialInstrumentsFinanceExpenses,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,TaxExpenseOnOrdinaryActivities,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfQualificationsOfAuditedFinancialStatements,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnAnyPartOfLiabilityFallingDueInMoreThanFiveYears,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,DescriptionOfAuditor,NameAndSurnameOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,NameOfAuditFirm,IncreaseOfCapital,NameAndSurnameOfMemberOfExecutiveBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
35866485,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,2744222.0,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,651600.0,717007.0,187106.0,108443.0,-498448.0,5932540.0,1138823.0,71391.0,675289.0,629639.0,1922555.0,71391.0,3582928.0,5434092.0,7279186.0,838706.0,838706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KÃ¸benhavn V,"c/o Sinai ApS, Vesterbrogade","Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Til kapitalejerne i DSPA4 ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.","Virksomhedens omsÃ¦tning i 2016 udgÃ¸r 7.279.186 kr. mod 6.568.620 kr. sidste Ã¥r. ResultatopgÃ¸relsen for 2016 udviser et overskud pÃ¥ 2.744.222 kr. mod 9.725.060 kr. sidste Ã¥r, og virksomhedens balance pr. 31. december 2016 udviser en egenkapital pÃ¥ 31.072.833 kr.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Likvide beholdninger bankindestÃ¥ender.,Andre eksterne omkostninger omfatter omkostninger til administration.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Posterne omfatter renteindtÃ¦gter og -omkostninger, herunder fra tilknyttede og associerede virksomheder, finansielle omkostninger ved finansiel leasing og transaktioner i fremmed valuta, samt amortisering af finansielle aktiver og forpligtelser.","Selskabets formÃ¥l er at drive virksomhed gennem handel, industri og andre hermed forbundne former for virksomheder, herunder at investere i fast ejendom.","Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit ""Revisors ansvar for revisionen af Ã¥rsregnskabet"". Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBA's Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Der er efter regnskabsÃ¥rets afslutning ikke indtruffet betydningsfulde hÃ¦ndelser.,Ãrsregnskabet er aflagt efter samme regnskabspraksis som sidste Ã¥r.,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for DSPA4 ApS for regnskabsÃ¥ret 1. januar - 31. december 2016.,Amortiserede lÃ¥neomkostninger indregnet i gÃ¦ld til realkreditinstitutter udgÃ¥r kr. 256.563.,Ãrsrapporten for DSPA4 ApS for 2016 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chen Buber,DSPA4 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,"KÃ¸benhavn, den",,,,,,,,,,
35866485,2016-01-01,2016-12-31,c105,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsaut. revisor,Kaare Kristensen Lendorf,,,,,,,,
35866485,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsaut. revisor,Henrik Reedtz,Frederiksberg,Osvald Helmuths Vej,Ernst & Young Godkendt Revisionspartnerselskab,,,,,
35866485,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,2744222.0,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-01-01,2016-12-31,c226,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-01-01,2016-12-31,c352,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,2744222.0,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-01-01,2016-12-31,c394,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920000.0,,,,
35866485,2016-01-01,2016-12-31,c397,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000.0,,,,
35866485,2016-01-01,2016-12-31,c76,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erez Karti,,,
35866485,2016-12-31,2016-12-31,c227,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103301472.0,,,,,,,,,,,,8746687.0,94554785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-12-31,2016-12-31,c314,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-12-31,2016-12-31,c323,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,16752275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-12-31,2016-12-31,c353,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,12320558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-12-31,2016-12-31,c395,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-12-31,2016-12-31,c398,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35866485,2016-12-31,2016-12-31,c427,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,54325437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49658978.0,54325437.0,0.0
35866485,2016-12-31,2016-12-31,c611,,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzc0LzdhL2JhL2JhLzI4NTMtNGI0MS1iYjIzLTg3NTJmMTU3MTc0MQ.pdf,http://regnskaber.virk.dk/58466853/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2E3L2VlLzA4L2M5YzYtNGUyNy1iZTk5LWU4N2YxNWNmZjczYw.xml,true,622377.0,2000.0,4.0,1620.0,"15, 2.",2017-04-10,2017-04-10,2017-04-10,0.0,30700228.0,35866485.0,30700228.0,2000000.0,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,-498448.0,true,2017-04-10,RevisionspÃ¥tegning,urn:ofk:oid:24011773,indberetninger-20180424,2.5124316,35866485.0,,2018-03-28T14:44:58.631Z,2017-05-31T13:32:00.203Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-70-UX,2017-05-31T13:32:00.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,18593292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18593292.0,18593292.0,0.0
