entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,ExplanationOfNotDisclosingCashFlowsStatements,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,LinkToStatementOfCorporateSocialResponsibility,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProvisionsForInvestmentsInGroupEnterprises,Equity,AdditionsToInvestments,AdjustmentsOfHedgingInstrumentsAtFairValueOfInvestments,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,InvestmentsWithNegativeEquityTransferredToProvisions,OtherChangesInEquityOfInvestmentsNet,ProfitLossRelatedToInvestments,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AdministrativeExpenses,AverageNumberOfEmployees,CurrentTaxExpense,EquityRatio,ExchangeRateLoss,ExchangeRateProfit,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLoss,ResultsFromNetFinancials,ReturnOnCapitalEmployed,ReturnOnEquity,TaxExpense,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,ValueAdjustmentsOfEquity,AdjustmentsOfHedgingInstrumentsAtFairValue,DistributedDividendsFromGroupEnterprises,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,Provisions,RawMaterialsAndConsumables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionMethodsOfRecognitionAndMeasurementBasisForCashFlowsStatement,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfAdministrativeExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfProduction,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfIncomeAndExpensesFromInvestmentsInGroupEnterprisesAndAssociates,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfProvisions,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfSignificantEventsOccurringAfterEndOfReportingPeriod,IdentificationOfApprovedAnnualReport,InformationOnClassesOfIssuedShares,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnRelatedEntities,InformationOnTransactionsWithRelatedPartiesConcludedUnderNormalMarketConditions,ManagementsStatementAboutManagementsReview,RecommendationForApprovalOfAnnualReportByGeneralMeeting,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
28118201,2016-01-01,2016-12-31,c859,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,222654000.0,,,,,0.0,-14207000.0,-235869000.0,-9359000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2016-01-01,2016-12-31,c862,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,-247459000.0,,,,,1000.0,0.0,0.0,9359000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2016-12-31,2016-12-31,c315,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,-51818000.0,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,864012000.0,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812194000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2016-12-31,2016-12-31,c59,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,207910000.0,815495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812194000.0,1723437000.0,50000000.0,911243000.0,19764000.0,1723437000.0,700032000.0,812194000.0,812194000.0,0.0,1485000.0,51323000.0,207910000.0,19764000.0,0.0,765495000.0,700032000.0,321709000.0,374761000.0,891479000.0,839385000.0,711000.0,1366000.0,771000.0,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2016-12-31,2016-12-31,c845,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2016-12-31,2016-12-31,c860,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2016-12-31,2016-12-31,c863,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,765495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2017-01-01,2017-01-01,c156,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2017-01-01,2017-01-01,c168,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2017-01-01,2017-01-01,c174,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,765495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118201,2017-01-01,2017-01-01,c310,,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzk1LzdiLzg5L2NiZTEtNDNkMS05NWRjLWRjOWU5MDczMGI1Yg.pdf,http://regnskaber.virk.dk/10281182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2RlL2E3LzdlLzkzZjctNGFhMS04MjEzLWM2ZGU3NDZlMmRlZg.xml,-51818000.0,Danmark,DK,Hellerup,2900.0,44.0,Strandvejen,Danmark,DK,Aarhus N,8200.0,42.0,Hedeager,8200 Aarhus N,Hedeager 42,"Regnskabsklasse C, mellemstor virksomhed",2018-05-31,2004-09-30,2018-05-31,"Der er ikke udarbejdet pengestrÃ¸msopgÃ¸relse for moderselskabet, idet moderselskabets pengestrÃ¸mme er indeholdt i pengestrÃ¸msopgÃ¸relsen for koncernen.",+45 97 30 00 01,www.vestas.com,33771231.0,28118201.0,28118201.0,Ãrsrapport,864012000.0,"Med henvisning til ÃRLÂ§ 99a, stk. 6 gives oplys-ninger om samfundsansvar, herunder hensyn til menneskerettigheder, sociale forhold, miljÃ¸- og klimamÃ¦ssige forhold samt bekÃ¦mpelse af korruption i Ã¥rsrapporten for moderselskabet Vestas Wind Systems A/S.",Anita RÃ¸ndbjerg,Juan Araluce Martinez de Azagra,Vestas Mediterranean A/S,Vestas Mediterranean A/S,100.0,500000.0,2016-01-01,2016-12-31,Aarhus,2017-12-31,2017-01-01,2018-05-31,Hellerup,+45 97 30 00 00,formand,RevisionspÃ¥tegning,urn:ofk:oid:25765043,indberetninger-20180424,2.3611937000000003,28118201.0,AWPhC10l0wkEsASktj1N,2018-06-08T20:17:37.399Z,2018-06-08T20:16:45.354Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-74-CV,2018-06-08T20:16:47.321Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
